Adress,Radius,Budget,Tabu List's Max Size
"lane added at (1433190387, 1383273730, 0)",582,1211,170.03,2435.409508705139
"lane removed at (541838315, 865711234, 0)",582,1211,175.43399999999994,2522.183783531189
"lane reversed at (1345751667, 1345751654, 0)",582,1211,176.24099999999999,2610.079094171524
"lane reversed at (865711359, 865711353, 0)",582,1211,174.59600000000003,2697.1113653182983
"lane reversed at (1992587306, 542607339, 0)",582,1211,182.76900000000006,2782.2460145950317
"lane removed at (1448453937, 8189054933, 0)",582,1211,176.15699999999998,2869.759343147278
"lane removed at (1374207927, 1374207930, 0)",582,1211,176.92700000000005,2956.658111333847
"lane reversed at (1376112344, 1374207919, 0)",582,1211,179.291,3044.709788799286
"lane removed at (1381939314, 1381939300, 0)",582,1211,181.553,3133.0976910591125
"lane removed at (6429267998, 1254099652, 0)",582,1211,183.05699999999993,3220.327181816101
"lane added at (871604848, 1376112380, 0)",582,1211,173.1959999999999,3308.524365901947
"lane reversed at (865711359, 2407054834, 0)",582,1211,181.40999999999997,3395.8964767456055
"lane removed at (876375198, 2608953058, 0)",582,1211,177.183,3483.549609184265
"lane added at (1124830348, 1120498179, 0)",582,1211,177.70399999999998,3571.020555496216
"lane removed at (1749056090, 1749056083, 0)",582,1211,177.43499999999997,3658.5027334690094
"lane added at (1171175079, 1171175111, 0)",582,1211,180.086,3746.1072170734406
"lane reversed at (1425790456, 1425796978, 0)",582,1211,181.75800000000004,3832.980356693268
"lane added at (1171175201, 412464696, 0)",582,1211,180.10500000000008,3919.112059354782
"lane added at (7571408570, 1433190391, 0)",582,1211,179.79100000000003,4006.4757781028748
"lane added at (6570374047, 8900577065, 0)",582,1211,180.03700000000003,4093.718002796173
"lane added at (6570374047, 6570374046, 0)",582,1211,185.05399999999986,4181.062539100647
"lane removed at (10580486940, 10947829791, 0)",582,1211,178.02,4268.3745930194855
"lane reversed at (3441896331, 1425796971, 0)",582,1211,182.83199999999997,4356.262896776199
"lane removed at (541838109, 541838255, 0)",582,1211,186.6,4442.6309134960175
"lane added at (2608953058, 542607588, 0)",582,1211,180.80600000000007,4538.744529008865
"lane removed at (7575578850, 1171175136, 0)",582,1211,177.987,4624.872303247452
"lane added at (542607607, 1424636453, 0)",582,1211,172.963,4712.250213861465
"lane added at (1421417642, 1425804329, 0)",582,1211,181.61,4798.847468852997
"lane reversed at (1120498162, 1120498230, 0)",582,1211,170.63699999999994,4886.209743022919
"lane reversed at (9042120352, 10608526941, 0)",582,1211,181.92300000000006,4974.018060207367
"lane removed at (542396848, 542396219, 0)",582,1211,182.96199999999993,5062.349534034729
"lane reversed at (1425804329, 1611714092, 0)",582,1211,177.253,5149.48034119606
"lane reversed at (7148703863, 7148703862, 0)",582,1211,180.35299999999998,5236.477179527283
"lane added at (2892189217, 2892189216, 0)",582,1211,173.95200000000006,5324.481068372726
"lane reversed at (1120498239, 1120498268, 0)",582,1211,183.94100000000003,5411.192381620407
"lane added at (4175137733, 10580484194, 0)",582,1211,177.78400000000005,5498.374674797058
"lane reversed at (1381939314, 1381939306, 0)",582,1211,183.12700000000007,5586.116915941238
"lane removed at (4233853627, 542607607, 0)",582,1211,181.43599999999995,5673.393372774124
"lane removed at (542396533, 6426946701, 0)",582,1211,183.14499999999987,5770.476537704468
"lane reversed at (1376683377, 1453341802, 0)",582,1211,184.343,5857.7396671772
"lane removed at (1454608437, 1454187336, 0)",582,1211,185.75100000000003,5944.243845939636
"lane added at (1171175211, 1171175231, 0)",582,1211,182.351,6033.677739858627
"lane reversed at (1336181631, 1336181623, 0)",582,1211,183.60499999999996,6120.296963453293
"lane added at (1434216211, 1432611480, 0)",582,1211,184.00599999999997,6207.793542385101
"lane added at (8874924560, 1420498881, 0)",582,1211,181.78500000000003,6294.471979856491
"lane added at (1376112285, 1376112290, 0)",582,1211,183.86900000000003,6380.560097932816
"lane reversed at (1453341802, 1376683377, 0)",582,1211,186.05800000000002,6468.5739579200745
"lane added at (871604848, 1376112380, 0)",582,1211,184.96700000000007,6555.427640199661
"lane reversed at (1453341805, 1376683377, 0)",582,1211,181.80700000000002,6642.741068840027
"lane added at (2407054827, 1424636453, 0)",582,1211,183.63099999999991,6728.910307168961
"lane reversed at (1171175137, 1171175081, 0)",582,1211,187.13699999999997,6814.800372362137
"lane removed at (6570374049, 6570374047, 0)",582,1211,177.69800000000006,6902.412117958069
"lane reversed at (412462143, 412461942, 0)",582,1211,184.46200000000002,6990.354356050491
"lane removed at (1251983266, 2412311733, 0)",582,1211,179.08699999999993,7077.33441734314
"lane removed at (1432620744, 1432620745, 0)",582,1211,184.73199999999997,7164.173319101334
"lane removed at (1425796993, 1425796997, 0)",582,1211,179.47800000000007,7250.657816410065
"lane reversed at (1455124457, 8915713640, 0)",582,1211,178.50000000000003,7347.217084407806
"lane added at (1376683376, 1453341802, 0)",582,1211,185.22799999999998,7434.118848562241
"lane reversed at (7148703840, 7148703864, 0)",582,1211,180.70399999999995,7520.932145833969
"lane added at (10613187897, 10613187898, 0)",582,1211,184.09599999999998,7607.183214187622
"lane removed at (542607588, 542607597, 0)",582,1211,182.66199999999998,7694.915988206863
"lane removed at (1454608417, 2288496959, 0)",582,1211,185.162,7781.390485525131
"lane reversed at (863981628, 412442456, 0)",582,1211,183.50500000000002,7868.642700910568
"lane reversed at (1420498883, 5301708623, 0)",582,1211,186.96400000000006,7955.494351148605
"lane removed at (1120498179, 1124830348, 0)",582,1211,182.433,8044.06662774086
"lane added at (1762736473, 1762736474, 0)",582,1211,182.60000000000002,8130.074914693832
"lane reversed at (1171175139, 412464696, 0)",582,1211,184.97099999999992,8217.123705625534
"lane reversed at (4543810612, 7575438296, 0)",582,1211,180.55899999999994,8304.230041742325
"lane removed at (5056940598, 541838707, 0)",582,1211,183.827,8390.222316503525
"lane removed at (1254208455, 1254208445, 0)",582,1211,178.59300000000002,8477.426899433136
"lane removed at (1171175108, 1171175105, 0)",582,1211,185.54699999999985,8564.921182394028
"lane removed at (1438403624, 1438403626, 0)",582,1211,180.14899999999994,8651.955699682236
"lane added at (4439609389, 917853551, 0)",582,1211,184.51799999999994,8739.367131233215
"lane added at (876375235, 876375198, 0)",582,1211,187.74999999999997,8827.193924188614
"lane added at (412435938, 412442456, 0)",582,1211,179.7180000000001,8913.592400074005
"lane removed at (1254208304, 1254208455, 0)",582,1211,189.49700000000007,9001.159005641937
"lane removed at (412441055, 9794012618, 0)",582,1211,188.69700000000003,9088.140271663666
"lane removed at (1547149601, 8921344557, 0)",582,1211,182.04199999999994,9174.680005311966
"lane added at (1428535881, 1428535911, 0)",582,1211,183.68599999999995,9261.868781089783
"lane removed at (5902767415, 876374701, 0)",582,1211,174.2440000000001,9347.518678426743
"lane reversed at (1455124508, 1455124556, 0)",582,1211,173.192,9434.637944936752
"lane added at (10580484194, 9042120352, 0)",582,1211,187.46,9521.068190097809
"lane removed at (1424636453, 542607607, 0)",582,1211,186.3170000000001,9617.198559522629
"lane removed at (1124830396, 1124830349, 0)",582,1211,178.8730000000001,9703.199165344238
"lane reversed at (1425796974, 1425796996, 0)",582,1211,186.73800000000003,9790.152129888535
"lane reversed at (1376112293, 1376112285, 0)",582,1211,180.59800000000004,9876.877549648285
"lane removed at (1376112310, 1376112362, 0)",582,1211,175.59999999999994,9962.372984409332
"lane reversed at (1345751674, 1345751661, 0)",582,1211,184.78600000000003,10049.734479904175
"lane removed at (908806575, 1376112313, 0)",582,1211,176.831,10136.249613523483
"lane added at (1445841210, 1445841209, 0)",582,1211,180.68299999999996,10223.419026374817
"lane reversed at (1762736474, 9039047736, 0)",582,1211,185.77600000000007,10309.109889268875
"lane removed at (7571747349, 7571747348, 0)",582,1211,188.57699999999997,10395.321531057358
"lane added at (5301708623, 3084757110, 0)",582,1211,179.46300000000002,10481.958222866058
"lane removed at (1455124556, 1455124508, 0)",582,1211,180.78399999999993,10568.921695709229
"lane reversed at (412469723, 1381939312, 0)",582,1211,181.19600000000014,10664.480089187622
"lane added at (1376112344, 1376112318, 0)",582,1211,181.58400000000006,10751.075982093811
"lane reversed at (1609339393, 10580486940, 1)",582,1211,180.775,10837.35540509224
"lane removed at (1438403548, 1438403582, 0)",582,1211,184.23299999999995,10923.582727193832
"lane reversed at (1448024646, 1445841210, 0)",582,1211,176.416,11010.361184358597
"lane removed at (1420498885, 1420498881, 0)",582,1211,179.75400000000005,11096.90378832817
"lane reversed at (7148703860, 7148703861, 0)",582,1211,182.847,11183.245945692062
"lane added at (908806575, 3379556177, 0)",582,1211,180.55800000000002,11270.418189048767
"lane added at (542607597, 542607588, 0)",582,1211,184.78600000000003,11356.340587377548
"lane removed at (8922334172, 1453341842, 0)",582,1211,186.0489999999999,11443.225347042084
"lane reversed at (8778497260, 1171175136, 0)",582,1211,185.72399999999993,11529.349521875381
"lane reversed at (1420498872, 1420498887, 0)",582,1211,177.88499999999993,11616.752304077148
"lane added at (541838306, 542655556, 0)",582,1211,191.83100000000005,11703.812915325165
"lane added at (1547149711, 2288496959, 0)",582,1211,202.25700000000003,11790.05932688713
"lane added at (1455124355, 874900097, 0)",582,1211,189.89299999999992,11877.24781537056
"lane reversed at (871604838, 1376112291, 0)",582,1211,196.4339999999999,11964.606186151505
"lane removed at (1457918830, 1433191572, 0)",582,1211,204.35100000000003,12051.24243426323
"lane added at (1433190395, 1433190388, 0)",582,1211,213.59200000000007,12138.953499555588
"lane added at (541838351, 541838356, 0)",582,1211,209.9050000000001,12310.736633777618
"lane added at (2608953058, 4837454355, 0)",582,1211,197.58899999999997,12486.521591424942
"lane removed at (1336181623, 1336181631, 0)",582,1211,197.34900000000002,12572.575166463852
"lane removed at (1422633039, 1422633055, 0)",582,1211,205.514,12659.217376232147
"lane reversed at (1171175231, 1171175211, 0)",582,1211,202.71000000000004,12746.057958841324
"lane added at (1424636434, 542607607, 0)",582,1211,196.24899999999997,12831.948894262314
"lane added at (541838077, 542080261, 0)",582,1211,198.29799999999994,12918.28568816185
"lane added at (4843821514, 4843821515, 0)",582,1211,198.07800000000003,13005.047137498856
"lane added at (8654152089, 2525159438, 0)",582,1211,195.03099999999998,13093.046509027481
"lane removed at (1336181606, 1336181631, 0)",582,1211,208.45499999999993,13266.275151252747
"lane added at (1424636504, 1475117422, 0)",582,1211,189.49599999999998,13354.216828584671
"lane added at (1455124556, 1455124508, 0)",582,1211,183.615,13439.769492387772
"lane removed at (1749056096, 1531137625, 0)",582,1211,197.058,13527.681986808777
"lane added at (1376112310, 1376112362, 0)",582,1211,196.84799999999998,13614.066199302673
"lane reversed at (1336186448, 863981702, 0)",582,1211,200.72000000000008,13699.012892246246
"lane added at (1171175108, 1171175141, 0)",582,1211,207.10800000000003,13786.104336738586
"lane removed at (1254208455, 1254208445, 0)",582,1211,203.0489999999999,13872.76113152504
"lane removed at (1420498885, 1420498881, 0)",582,1211,216.771,13959.876635074615
"lane added at (2609358730, 2264700179, 0)",582,1211,229.26600000000002,14046.49305343628
"lane added at (1762736475, 1762736487, 0)",582,1211,194.15999999999997,14219.338156461716
"lane removed at (1700539611, 8674757061, 0)",582,1211,205.134,14305.579445123672
"lane added at (3910781061, 7574240889, 0)",582,1211,200.046,14392.489615440369
"lane added at (1171175136, 8778497260, 0)",582,1211,207.39200000000005,14478.71455526352
"lane removed at (865711282, 1254208389, 0)",582,1211,210.63799999999995,14564.57932305336
"lane removed at (1762736502, 1762736486, 0)",582,1211,195.59,14651.223765134811
"lane removed at (1376112291, 871604838, 0)",582,1211,210.3,14738.625801801682
"lane removed at (865711670, 7538189811, 0)",582,1211,215.98300000000003,14825.498219013214
"lane added at (1474235939, 865711766, 0)",582,1211,212.482,14912.547149181366
"lane removed at (917853531, 1374207915, 0)",582,1211,200.86999999999998,15085.2427008152
"lane added at (7148703842, 1120498277, 0)",582,1211,204.17,15171.435327529907
"lane added at (1120498235, 1120498287, 0)",582,1211,209.30699999999993,15257.884287595749
"lane added at (7571747349, 7571747348, 0)",582,1211,208.511,15343.904431581497
"lane removed at (865711106, 865711670, 0)",582,1211,184.00200000000012,15430.522738695145
"lane removed at (541838077, 542080261, 0)",582,1211,188.65599999999992,15517.432206869125
"lane added at (1455124332, 1762736475, 0)",582,1211,197.10100000000006,15603.8789331913
"lane removed at (1424636504, 1475117422, 0)",582,1211,189.46899999999988,15690.900938272476
"lane added at (7148703864, 1124830302, 0)",582,1211,185.268,15777.050731182098
"lane removed at (9039047735, 1381939306, 0)",582,1211,204.675,15863.633752346039
"lane added at (1012560195, 1153466248, 0)",582,1211,200.53100000000003,15949.602731227875
"lane added at (1374207919, 9760161730, 0)",582,1211,199.827,16035.927342891693
Status,Ending Time
None,16036.054891824722
Adress,Radius,Budget,Tabu List's Max Size
"Rua Roberto Sampaio Gonzaga, Florianópolis, Brazil",500,30000,20
Operation,Number of Nodes,Number of Edges,Value,Time
"lane removed at (542080382, 542080261, 0)",51,91,65.193,1.2559409141540527
"lane reversed at (541838077, 8841353743, 0)",51,91,64.12100000000001,1.9012372493743896
"lane reversed at (3603873259, 542396390, 0)",51,91,54.082,2.5240938663482666
"lane added at (865711234, 5902767415, 0)",51,91,54.46200000000001,3.172529697418213
"lane added at (542396848, 542080382, 0)",51,91,48.81400000000001,3.800035238265991
"lane added at (542080382, 542396848, 0)",51,91,51.309000000000005,4.432280778884888
"lane reversed at (542607597, 876375228, 0)",51,91,51.18,5.058318376541138
"lane removed at (541838109, 541838255, 0)",51,91,52.97000000000002,5.697897911071777
"lane added at (1424636458, 7571747348, 0)",51,91,52.256,6.31995153427124
"lane added at (2892189217, 542655556, 0)",51,91,53.856,6.919086933135986
"lane removed at (10608526941, 3603873259, 0)",51,91,52.13100000000002,7.556145668029785
"lane reversed at (541838351, 541838356, 0)",51,91,46.02399999999999,8.17784833908081
"lane added at (876375198, 876375228, 0)",51,91,41.183000000000014,8.785730838775635
"lane added at (1609339393, 10580486940, 1)",51,91,40.37699999999999,9.37258005142212
"lane reversed at (541838356, 8841353743, 0)",51,91,38.30899999999999,9.985898733139038
"lane removed at (4175137733, 10580484194, 0)",51,91,37.893,10.59551191329956
"lane removed at (541838389, 541838306, 0)",51,91,40.753,11.20185399055481
"lane reversed at (876375198, 876375228, 0)",51,91,39.024,11.785038948059082
"lane added at (1424636458, 7571747348, 0)",51,91,43.15999999999999,12.397728681564331
"lane removed at (541838634, 541838707, 0)",51,91,41.518,13.012984991073608
"lane added at (8841353743, 541838077, 0)",51,91,43.049,13.604068279266357
"lane reversed at (10580486940, 10608526941, 0)",51,91,39.464,14.203767776489258
"lane reversed at (2608953058, 4837454355, 0)",51,91,40.099999999999994,14.805647850036621
"lane reversed at (542607588, 542607597, 0)",51,91,37.10900000000001,15.405304908752441
"lane removed at (542396390, 542396219, 0)",51,91,39.143999999999984,15.996033906936646
"lane added at (541838338, 542607339, 0)",51,91,38.74699999999999,16.5791494846344
"lane removed at (541838338, 541838351, 0)",51,91,39.231,17.16678214073181
"lane reversed at (541838634, 541837978, 0)",51,91,36.58599999999999,17.778992176055908
"lane reversed at (542396390, 3603873259, 0)",51,91,36.611,18.393250703811646
"lane reversed at (542396533, 6426946701, 0)",51,91,39.67599999999999,18.951783657073975
"lane reversed at (9042120352, 10608526941, 0)",51,91,36.82499999999999,19.52262544631958
"lane removed at (542080261, 542080382, 0)",51,91,42.31300000000001,20.10907769203186
"lane removed at (542655556, 541838306, 0)",51,91,39.76600000000001,20.739420890808105
"lane removed at (2892189217, 542655556, 0)",51,91,33.668,21.363341331481934
"lane reversed at (542396848, 542396533, 0)",51,91,35.678,21.983599185943604
"lane added at (542607597, 1424636458, 0)",51,91,38.427000000000014,22.59731698036194
"lane removed at (6426946701, 542395697, 0)",51,91,41.617000000000004,23.616169452667236
"lane removed at (865711234, 541838333, 0)",51,91,39.113,24.175236225128174
"lane removed at (876375228, 542607597, 0)",51,91,37.676,24.808067798614502
"lane added at (8841353743, 541838077, 0)",51,91,38.657999999999994,25.428163766860962
"lane removed at (542080261, 542080382, 0)",51,91,35.53699999999999,26.028595447540283
"lane added at (10608526941, 10580486940, 0)",51,91,38.68399999999999,26.64158296585083
"lane added at (542396219, 542396848, 0)",51,91,35.685,27.260475397109985
"lane added at (876375198, 2608953058, 0)",51,91,38.662000000000006,27.89261746406555
"lane added at (542396219, 542396390, 0)",51,91,39.14500000000001,28.535414457321167
"lane added at (8841353743, 541838356, 0)",51,91,40.53,29.130069971084595
"lane removed at (542655556, 2892189217, 0)",51,91,39.30499999999999,29.76054811477661
"lane removed at (876375228, 4843821513, 0)",51,91,40.280000000000015,30.387425661087036
"lane removed at (542396848, 542396533, 0)",51,91,34.70700000000001,31.010684490203857
"lane added at (542607597, 876375228, 0)",51,91,38.181999999999995,31.615676164627075
"lane removed at (541837978, 541838255, 0)",51,91,37.171,32.21867823600769
"lane removed at (876375228, 542607597, 0)",51,91,38.65600000000001,32.84647464752197
"lane added at (542396533, 542396848, 0)",51,91,43.443999999999996,33.42236804962158
"lane added at (542080261, 541838077, 0)",51,91,42.446000000000005,34.03099822998047
"lane added at (541838333, 541838338, 0)",51,91,41.70900000000002,34.64372539520264
"lane removed at (2608953058, 542607588, 0)",51,91,37.85,35.27683901786804
"lane removed at (8841353743, 541838077, 0)",51,91,38.74,35.8704628944397
"lane removed at (541838109, 541838255, 0)",51,91,38.760999999999996,36.47792291641235
"lane reversed at (4843821515, 4843821516, 0)",51,91,40.72699999999997,37.132702589035034
"lane removed at (542607597, 1424636458, 0)",51,91,39.159,37.78936409950256
"lane removed at (541837978, 541838634, 0)",51,91,37.359,38.40536141395569
"lane added at (1609339393, 10580486940, 1)",51,91,38.506000000000014,39.03340411186218
"lane removed at (1992587306, 5902767415, 0)",51,91,36.453,39.66198134422302
"lane removed at (876375198, 876375228, 0)",51,91,36.305,40.302364110946655
"lane removed at (10608526941, 542538468, 0)",51,91,35.377,40.927469968795776
"lane reversed at (541838634, 541837978, 0)",51,91,36.458,41.521235942840576
"lane added at (4843821516, 4843821515, 0)",51,91,38.42599999999999,41.83024048805237
"lane added at (541838634, 541838707, 0)",51,91,37.006,42.13905692100525
"lane added at (542395697, 542396533, 0)",51,91,40.603999999999985,42.45834517478943
"lane reversed at (1609339393, 10580486940, 0)",51,91,36.00099999999999,42.78395223617554
"lane reversed at (5902767415, 865711234, 0)",51,91,37.667,43.1167151927948
"lane reversed at (10608526941, 3603873259, 0)",51,91,34.19200000000001,43.430744647979736
"lane removed at (4843821512, 4843821513, 0)",51,91,37.056,43.74405550956726
"lane removed at (4843821512, 4843821513, 0)",51,91,35.791999999999994,44.07041883468628
"lane reversed at (3603873259, 542538468, 0)",51,91,35.48299999999999,44.397465229034424
"lane reversed at (8841353743, 541838109, 0)",51,91,44.996,44.72785949707031
"lane reversed at (542080261, 541838077, 0)",51,91,37.86800000000001,45.060975551605225
"lane reversed at (1992587306, 542607588, 0)",51,91,37.846,45.37870693206787
"lane added at (542607597, 876375228, 0)",51,91,37.211999999999996,45.712188720703125
"lane removed at (542396533, 6426946701, 0)",51,91,37.830000000000005,46.02961230278015
"lane reversed at (876375228, 876375198, 0)",51,91,37.492000000000004,46.34862732887268
"lane reversed at (542080261, 542080382, 0)",51,91,38.585999999999984,46.69464087486267
Status,Ending Time
None,46.70033264160156
Adress,Radius,Budget,Tabu List's Max Size
"Rua Roberto Sampaio Gonzaga, Florianópolis, Brazil",500,30000,40
Operation,Number of Nodes,Number of Edges,Value,Time
"lane removed at (542396219, 542396848, 0)",51,91,69.07100000000003,0.9975306987762451
"lane removed at (4843821514, 4843821515, 0)",51,91,67.43300000000004,1.6177470684051514
"lane reversed at (4843821512, 4843821513, 0)",51,91,67.83,2.7304396629333496
"lane reversed at (7571747348, 7571747349, 0)",51,91,67.58600000000001,3.3447487354278564
"lane reversed at (542607597, 1424636458, 0)",51,91,66.65399999999998,3.948438882827759
"lane removed at (542607597, 542607588, 0)",51,91,65.93799999999999,4.579594135284424
"lane reversed at (7571747348, 1424636458, 0)",51,91,66.09500000000004,5.221217393875122
"lane reversed at (4175137733, 10580484194, 0)",51,91,65.94499999999998,5.837056398391724
"lane reversed at (2608953058, 542607588, 0)",51,91,60.632000000000005,6.450389862060547
"lane reversed at (1424636458, 542607597, 0)",51,91,62.307999999999986,7.074221849441528
"lane removed at (10608526941, 542538468, 0)",51,91,59.577,7.680333852767944
"lane reversed at (542655556, 541838306, 0)",51,91,58.81100000000002,8.29513430595398
"lane reversed at (4843821513, 876375228, 0)",51,91,61.510999999999996,8.89853048324585
"lane added at (541838255, 541838389, 0)",51,91,61.812999999999995,9.486476421356201
"lane reversed at (8841353743, 541838109, 0)",51,91,53.01399999999998,10.108664751052856
"lane removed at (542080382, 542080261, 0)",51,91,48.128,10.710226058959961
"lane reversed at (541838351, 541838356, 0)",51,91,42.84600000000001,11.23654818534851
"lane removed at (4843821514, 4843821515, 0)",51,91,39.401,11.766385078430176
"lane added at (542538468, 4175137733, 0)",51,91,35.46299999999999,12.31978988647461
"lane reversed at (1992587306, 542607339, 0)",51,91,38.051,12.917161464691162
"lane added at (541838077, 542080261, 0)",51,91,38.56099999999998,13.525110960006714
"lane reversed at (4843821514, 4843821515, 0)",51,91,37.62900000000002,14.167774677276611
"lane reversed at (541838077, 542080261, 0)",51,91,38.45200000000001,14.778009414672852
"lane added at (865711234, 541838333, 0)",51,91,36.07500000000002,15.347920656204224
"lane removed at (6429267998, 542395697, 0)",51,91,39.183,15.940642595291138
"lane added at (7571747349, 7571747348, 0)",51,91,36.764,16.545082092285156
"lane removed at (542080382, 542080261, 0)",51,91,37.17,17.118930101394653
"lane removed at (876375198, 876375228, 0)",51,91,38.080000000000005,17.713576793670654
"lane removed at (4843821514, 4843821515, 0)",51,91,37.17,18.183643341064453
"lane reversed at (541838707, 1609339393, 0)",51,91,36.56399999999999,18.486921072006226
"lane added at (541838109, 541838255, 0)",51,91,34.13600000000001,18.79516053199768
"lane removed at (542607597, 876375228, 0)",51,91,35.14400000000003,19.105462551116943
"lane added at (541838356, 541838351, 0)",51,91,35.565,19.392364501953125
"lane added at (541838338, 542607339, 0)",51,91,32.70200000000001,19.676196336746216
"lane added at (541838356, 541838351, 0)",51,91,37.06600000000002,19.990469455718994
"lane removed at (541838109, 541837978, 0)",51,91,39.613,20.30600380897522
"lane reversed at (10608526941, 542538468, 0)",51,91,45.016999999999996,20.611753463745117
"lane added at (7571747348, 4843821515, 0)",51,91,43.859000000000016,20.939182996749878
"lane reversed at (542607339, 1992587306, 0)",51,91,39.28799999999999,21.260563611984253
"lane reversed at (10580486940, 10608526941, 0)",51,91,39.51700000000001,21.5848708152771
"lane added at (541838338, 541838351, 0)",51,91,38.446999999999996,21.919936180114746
"lane removed at (10608526941, 3603873259, 0)",51,91,43.25500000000001,22.584771156311035
"lane removed at (10608526941, 3603873259, 0)",51,91,39.449,22.90482234954834
"lane added at (542396533, 542396848, 0)",51,91,37.17799999999999,23.22731852531433
"lane removed at (542607597, 1424636458, 0)",51,91,38.271,23.540395736694336
"lane reversed at (10608526941, 3603873259, 0)",51,91,34.71300000000001,23.854509592056274
"lane reversed at (865711234, 5902767415, 0)",51,91,36.553,24.20017671585083
"lane added at (4837454355, 2608953058, 0)",51,91,40.45899999999999,24.522884845733643
"lane added at (4843821515, 7571747348, 0)",51,91,38.64300000000001,24.835716724395752
"lane added at (542607588, 1992587306, 0)",51,91,33.513,25.160228729248047
"lane removed at (1424636458, 542607597, 0)",51,91,40.20700000000001,25.468031883239746
"lane removed at (542607588, 542607597, 0)",51,91,38.495,25.776185989379883
"lane removed at (542396848, 542396533, 0)",51,91,37.782,26.091698169708252
"lane removed at (542080382, 542396848, 0)",51,91,40.42400000000001,26.405587196350098
"lane removed at (4175137733, 10580484194, 0)",51,91,37.42,26.726274967193604
"lane reversed at (541838338, 542607339, 0)",51,91,38.251999999999995,27.045100688934326
"lane reversed at (541837978, 541838255, 0)",51,91,39.02800000000001,27.38619303703308
"lane reversed at (7571747348, 4843821515, 0)",51,91,38.13499999999999,27.687130212783813
"lane removed at (1992587306, 542607339, 0)",51,91,41.89899999999999,28.02732563018799
"lane reversed at (3603873259, 542396390, 0)",51,91,38.43800000000001,28.76227068901062
"lane reversed at (542395697, 542396533, 0)",51,91,35.970000000000006,29.089539051055908
"lane added at (876375198, 2608953058, 0)",51,91,36.585,29.390819549560547
"lane added at (541838315, 541838333, 0)",51,91,35.998000000000005,29.697205781936646
"lane added at (1992587306, 542607588, 0)",51,91,35.78999999999999,30.010878801345825
"lane added at (7571747349, 7571747348, 0)",51,91,36.923,30.33109474182129
"lane removed at (542080261, 541838077, 0)",51,91,33.400000000000006,30.6415958404541
"lane added at (2892189217, 542655556, 0)",51,91,37.199,30.961467266082764
"lane removed at (2608953058, 876375198, 0)",51,91,40.29800000000001,31.280436992645264
"lane removed at (541838333, 541838338, 0)",51,91,38.49199999999999,31.597177982330322
"lane added at (541838356, 8841353743, 0)",51,91,34.564,31.897398710250854
"lane added at (4843821515, 4843821514, 0)",51,91,38.816,32.21280574798584
"lane removed at (541838315, 865711234, 0)",51,91,36.679000000000016,32.52546238899231
"lane added at (542396848, 542080382, 0)",51,91,38.53499999999999,32.8412766456604
"lane removed at (541837978, 541838634, 0)",51,91,37.50799999999999,33.155365228652954
"lane removed at (876375228, 4843821513, 0)",51,91,35.678999999999995,33.4613881111145
"lane added at (541838315, 541838333, 0)",51,91,40.106999999999985,33.760607957839966
"lane added at (3603873259, 542396390, 0)",51,91,37.483999999999995,34.08468770980835
"lane removed at (541838255, 541838389, 0)",51,91,41.299000000000014,34.42484164237976
"lane added at (1992587306, 5902767415, 0)",51,91,36.646,34.74758267402649
"lane added at (541838389, 541838306, 0)",51,91,36.34599999999998,35.369364976882935
"lane removed at (541838306, 542655556, 0)",51,91,35.964,35.69045686721802
"lane added at (5902767415, 1992587306, 0)",51,91,39.102999999999994,36.01671361923218
Status,Ending Time
None,36.02293586730957
Adress,Radius,Budget,Tabu List's Max Size
"Rua Roberto Sampaio Gonzaga, Florianópolis, Brazil",500,30000,80
Operation,Number of Nodes,Number of Edges,Value,Time
"lane reversed at (542538468, 4175137733, 0)",51,91,65.12599999999998,0.5571558475494385
"lane reversed at (876375228, 542607597, 0)",51,91,64.87299999999999,0.8509056568145752
"lane removed at (542607597, 876375228, 0)",51,91,64.45300000000002,1.1343019008636475
"lane removed at (1992587306, 5902767415, 0)",51,91,61.929,1.4367468357086182
"lane added at (4843821515, 7571747348, 0)",51,91,64.449,1.736957311630249
"lane reversed at (542080382, 542080261, 0)",51,91,61.09199999999999,2.0409679412841797
"lane added at (876375228, 876375198, 0)",51,91,61.711999999999996,2.3522186279296875
"lane added at (4837454355, 2608953058, 0)",51,91,61.685,2.657651901245117
"lane added at (541838389, 542655556, 0)",51,91,61.25599999999999,2.9499638080596924
"lane removed at (541838338, 542607339, 0)",51,91,59.29899999999998,3.2426445484161377
"lane added at (541838351, 541838356, 0)",51,91,59.24300000000002,3.5280609130859375
"lane reversed at (8841353743, 541838109, 0)",51,91,52.58,3.8225231170654297
"lane reversed at (541838356, 541838077, 0)",51,91,43.371999999999986,4.112457990646362
"lane removed at (3603873259, 542538468, 0)",51,91,38.20299999999999,4.402869701385498
"lane added at (542396848, 542396219, 0)",51,91,38.44700000000001,4.697147846221924
"lane added at (4843821515, 7571747348, 0)",51,91,38.01299999999999,5.000652313232422
"lane removed at (542607588, 542607597, 0)",51,91,37.62799999999999,5.288727045059204
"lane reversed at (10580486940, 10608526941, 0)",51,91,38.877999999999986,5.574095010757446
"lane removed at (2608953058, 4837454355, 0)",51,91,34.89199999999999,5.8614821434021
"lane reversed at (10580484194, 9042120352, 0)",51,91,35.73999999999999,6.149724245071411
"lane removed at (542607588, 542607597, 0)",51,91,34.24999999999999,6.435385227203369
